Name;m_Name;Vmag;Bmag;B-V;X;Y
5220; ;21.15;21.72; 0.57;-257; -41
5220;a;21.51;22.22; 0.71;-256; -41
5272; ;20.92;21.62; 0.70; 279; -41
5227;a;19.81;20.23; 0.41;-262; -42
5233; ;20.89;21.46; 0.58;-330; -42
5240; ;19.75;20.16; 0.41;-267; -42
5247; ;19.19;19.62; 0.43;-347; -42
5249;a;20.99;21.62; 0.63; 212; -42
5255;a;20.31;20.87; 0.57; 239; -42
5271; ;20.41;20.97; 0.56; 225; -42
5272;a;20.45;21.00; 0.55; 281; -42
5278; ;20.83;21.49; 0.65; 290; -42
5281; ;19.93;20.37; 0.44; 305; -42
5283; ;20.24;20.79; 0.56; 315; -42
5212;a;20.88;21.53; 0.65;-322; -42
5234; ;21.17;21.78; 0.61;-276; -42
5270; ;20.95;21.57; 0.61; 220; -42
5252; ;20.62;21.17; 0.55;-317; -43
5258; ;20.10;20.56; 0.46;-240; -43
5288; ;20.32;20.80; 0.48; 256; -43
5292; ;20.96;21.59; 0.62; 357; -43
5257; ;20.00;20.44; 0.44;-218; -43
5270;a;21.54;22.28; 0.74; 222; -43
5227;b;19.18;19.60; 0.42;-263; -44
5262; ;18.53;18.96; 0.42;-283; -44
5263; ;20.16;20.74; 0.58;-209; -44
5266; ;18.18;18.79; 0.61;-325; -44
5269; ;20.88;21.55; 0.67;-258; -44
5288;b;20.53;21.09; 0.56; 254; -44
5293; ;19.92;20.34; 0.42; 285; -44
5299; ;19.12;19.58; 0.46; 243; -44
5306; ;21.23;21.86; 0.63; 325; -44
5257;a;18.10;18.75; 0.65;-217; -44
5215;b;19.25;19.70; 0.45;-299; -44
5274; ;21.68;22.29; 0.61;-221; -44
5297; ;21.31;21.94; 0.63; 259; -44
5279; ;18.87;19.30; 0.43;-309; -45
5282; ;19.32;19.72; 0.40;-301; -45
5288;a;20.36;20.84; 0.48; 255; -45
5288;c;21.26;21.84; 0.58; 252; -45
5293;a;19.85;20.36; 0.51; 283; -45
5316; ;19.03;19.44; 0.41; 320; -45
5308; ;21.32;22.00; 0.68; 227; -45
5299;a;20.33;20.87; 0.54; 241; -46
5302;a;21.33;22.03; 0.70;-320; -46
5306;a;20.47;20.99; 0.52; 327; -46
5325; ;19.44;19.87; 0.42; 333; -46
5286; ;20.92;21.67; 0.75;-232; -46
5293;b;20.31;20.77; 0.46; 284; -47
5294; ;20.77;21.38; 0.61;-289; -47
5298; ;21.42;21.94; 0.53;-314; -47
5301; ;19.56;19.96; 0.39;-332; -47
5302; ;20.58;21.11; 0.53;-321; -47
5334; ;21.19;21.73; 0.54; 212; -47
5335; ;19.75;20.20; 0.45; 247; -47
5340; ;18.73;19.13; 0.40; 340; -47
5324;a;20.41;20.87; 0.46; 220; -47
5338; ;20.58;21.17; 0.59; 260; -47
5294;a;20.43;20.93; 0.50;-287; -48
5309; ;20.70;21.27; 0.57;-280; -48
5310; ;20.43;20.97; 0.55;-269; -48
5312; ;19.34;19.74; 0.40;-212; -48
5321; ;19.69;20.13; 0.43;-206; -48
5341; ;19.83;20.27; 0.44; 238; -48
5350;a;20.22;20.74; 0.52; 265; -48
5355;a;21.31;21.87; 0.57; 255; -48
5298;a;21.46;22.26; 0.80;-314; -48
5307; ;20.83;21.34; 0.51;-273; -48
5317; ;20.56;21.16; 0.60;-294; -48
5349; ;19.93;20.34; 0.41; 242; -48
5350; ;20.93;21.58; 0.65; 264; -48
5310;a;18.74;19.21; 0.47;-270; -49
5327;a;19.86;20.26; 0.40;-213; -49
5327;b;19.62;20.04; 0.41;-211; -49
5361; ;20.09;20.63; 0.54; 268; -49
5365; ;20.66;21.22; 0.57; 284; -49
5302;b;22.01;22.78; 0.76;-319; -49
5331; ;20.37;20.95; 0.58;-234; -49
5362; ;20.99;21.57; 0.58; 290; -49
5362;a;20.93;21.60; 0.67; 289; -49
5321;a;19.36;19.76; 0.39;-206; -50
5330; ;20.56;21.13; 0.57;-247; -50
5355; ;18.73;19.39; 0.66; 254; -50
5365;a;20.27;20.74; 0.47; 282; -50
5345; ;19.18;19.63; 0.45;-221; -50
5347;a;21.74;22.50; 0.76;-337; -50
5372; ;21.21;21.86; 0.65; 300; -50
5342; ;20.63;21.25; 0.61;-261; -51
5347; ;20.52;21.10; 0.58;-336; -51
5353; ;19.53;19.96; 0.43;-307; -51
5357; ;19.37;19.76; 0.39;-271; -51
5380; ;20.83;21.48; 0.65; 250; -51
5380;a;19.87;20.45; 0.57; 252; -51
5385; ;19.25;19.69; 0.43; 232; -51
5388; ;20.97;21.55; 0.58; 297; -51
5389; ;20.16;20.67; 0.51; 325; -51
5344; ;20.64;21.16; 0.52;-231; -51
5348; ;21.29;21.83; 0.54;-312; -51
5399; ;19.05;19.47; 0.42; 347; -52
5385;a;19.46;19.88; 0.42; 233; -52
5387; ;21.47;22.08; 0.60; 209; -52
5389;a;20.05;20.51; 0.46; 327; -52
5395; ;21.25;21.95; 0.70; 214; -52
5397; ;21.29;21.92; 0.63; 271; -52
5367; ;20.28;20.89; 0.61;-258; -53
5369; ;19.68;20.12; 0.44;-214; -53
5374; ;21.01;21.65; 0.64;-320; -53
5376; ;20.90;21.53; 0.63;-255; -53
5401; ;20.78;21.28; 0.50; 329; -53
5378; ;21.32;22.01; 0.69;-248; -53
5380;b;21.87;22.54; 0.67; 251; -53
5380;c;20.39;20.89; 0.50; 248; -53
5384; ;20.03;20.47; 0.44;-205; -54
5390; ;20.19;20.74; 0.56;-329; -54
5408; ;20.96;21.54; 0.58; 261; -54
5412; ;19.70;20.18; 0.48; 208; -54
5413; ;20.39;20.98; 0.58; 268; -54
5418; ;19.62;20.08; 0.46; 280; -54
5383; ;20.96;21.64; 0.67;-219; -54
5414; ;20.58;21.09; 0.50; 297; -54
5390;a;20.00;20.50; 0.50;-331; -55
5393; ;19.49;19.95; 0.46;-291; -55
5417; ;19.04;19.50; 0.45; 211; -55
5421; ;19.30;19.79; 0.49; 228; -55
5424; ;20.26;20.78; 0.52; 274; -55
5434;b;20.86;21.54; 0.68; 217; -55
5434;c;20.89;21.47; 0.58; 214; -55
5402; ;19.06;19.44; 0.38;-253; -56
5403; ;21.39;22.00; 0.60;-275; -56
5412;a;20.39;20.89; 0.50; 208; -56
5413;a;21.02;21.56; 0.54; 269; -56
5418;a;20.69;21.22; 0.53; 280; -56
5421;a;20.86;21.39; 0.53; 227; -56
5434; ;20.09;20.57; 0.48; 215; -56
5404; ;20.50;21.05; 0.56;-229; -56
5405; ;19.92;20.32; 0.40;-202; -56
5410; ;20.53;21.07; 0.54;-345; -57
5424;a;20.25;20.73; 0.48; 274; -57
5439; ;19.74;20.16; 0.42; 223; -57
5449; ;19.25;19.63; 0.38; 300; -57
5453; ;20.82;21.48; 0.66; 355; -57
5402;a;20.02;20.56; 0.54;-252; -57
5405;a;18.15;18.81; 0.65;-200; -57
5419; ;20.29;20.70; 0.41;-335; -58
5425; ;20.35;20.86; 0.52;-234; -58
5434;a;20.82;21.33; 0.52; 215; -58
5452; ;20.06;20.59; 0.53; 264; -58
5456; ;21.05;21.63; 0.59; 227; -58
5463; ;20.74;21.30; 0.57; 269; -58
5424;b;19.94;20.35; 0.41; 273; -59
5425;a;20.55;21.06; 0.51;-234; -59
5431; ;21.18;21.72; 0.54;-291; -59
5437; ;20.63;21.15; 0.52;-228; -59
5438; ;19.16;19.59; 0.43;-222; -59
5459; ;19.60;20.05; 0.45; 242; -59
5462; ;20.08;20.64; 0.56; 248; -59
5470; ;18.55;19.07; 0.52; 259; -59
5438;b;20.06;20.45; 0.39;-221; -59
5438;a;19.08;19.49; 0.41;-224; -60
5442; ;19.58;20.00; 0.42;-277; -60
5450; ;18.38;18.88; 0.51;-214; -60
5454; ;19.73;20.18; 0.44;-239; -60
5462;a;20.28;20.86; 0.58; 247; -60
5472; ;20.45;21.03; 0.58; 229; -60
5474; ;20.49;20.96; 0.47; 312; -60
5458; ;20.50;21.03; 0.53;-231; -61
5460; ;18.77;19.23; 0.46;-245; -61
5479; ;20.36;20.94; 0.58; 278; -61
5480;a;19.79;20.21; 0.43; 296; -61
5475; ;21.40;22.06; 0.66; 206; -61
5480; ;21.56;22.18; 0.61; 294; -61
5482; ;20.92;21.52; 0.60; 308; -61
5450;a;18.74;19.14; 0.40;-215; -62
5464; ;20.92;21.50; 0.58;-346; -62
5466; ;20.44;20.95; 0.51;-235; -62
5468; ;19.81;20.26; 0.45;-308; -62
5478; ;19.61;20.08; 0.47; 238; -62
5485; ;21.11;21.71; 0.61; 330; -62
5487; ;19.81;20.26; 0.45; 259; -62
5460;a;20.48;20.99; 0.51;-243; -62
5472;a;19.45;19.85; 0.40; 230; -62
5475;a;20.23;20.80; 0.58; 206; -63
5507; ;20.38;20.88; 0.49; 338; -63
5472;b;20.14;20.58; 0.44; 230; -63
5477; ;20.07;20.47; 0.39;-215; -63
5513; ;20.10;20.72; 0.62; 294; -64
5516; ;20.55;21.36; 0.81; 346; -64
5502; ;21.17;21.82; 0.65; 209; -64
5508;a;21.13;21.90; 0.77;-260; -65
5520; ;20.38;20.91; 0.53; 284; -65
5477;a;19.21;19.62; 0.42;-212; -66
5488; ;20.80;21.38; 0.58;-293; -66
5489; ;19.04;19.45; 0.41;-239; -66
5495; ;19.09;19.49; 0.39;-202; -66
5499;a;19.04;19.42; 0.39; 254; -66
5500; ;21.08;21.73; 0.65;-339; -66
5504; ;19.46;19.87; 0.41;-286; -66
5527; ;18.38;18.97; 0.59; 204; -66
5528; ;20.18;20.75; 0.57; 218; -66
5542; ;20.56;21.13; 0.58; 332; -66
5497; ;21.24;21.89; 0.66;-226; -66
5502;a;20.54;21.05; 0.51; 209; -66
5545; ;20.28;20.72; 0.44; 298; -66
5488;a;20.82;21.43; 0.60;-294; -67
5500;a;21.23;21.74; 0.50;-338; -67
5508; ;20.23;20.68; 0.45;-259; -67
5528;a;20.67;21.40; 0.73; 216; -67
5549; ;21.20;21.75; 0.56; 263; -67
5559; ;21.34;21.93; 0.58; 336; -67
5510; ;20.68;21.19; 0.51;-277; -67
5500;b;21.56;22.42; 0.87;-339; -68
5510;a;19.02;19.39; 0.36;-275; -68
5517; ;20.66;21.19; 0.53;-317; -68
5526; ;20.26;20.69; 0.43;-265; -68
5532; ;19.99;20.43; 0.44;-211; -68
5557; ;19.04;19.44; 0.40; 208; -68
5558; ;19.68;20.15; 0.47; 294; -68
5566; ;21.19;21.79; 0.60; 330; -68
5519; ;21.11;21.78; 0.68;-207; -68
5522; ;20.42;20.91; 0.50;-291; -68
5561; ;21.36;22.00; 0.63; 220; -68
5588; ;20.71;21.34; 0.63; 301; -68
5519;a;21.14;22.00; 0.86;-206; -69
5535; ;20.57;21.19; 0.62;-249; -69
5536; ;20.44;20.96; 0.51;-242; -69
5543; ;20.30;20.87; 0.57;-235; -69
5549;a;18.44;18.97; 0.53; 265; -69
5558;a;18.29;18.95; 0.67; 294; -69
5584; ;21.14;21.92; 0.78; 256; -69
5589; ;20.71;21.24; 0.52; 340; -69
5510;b;20.07;20.60; 0.53;-278; -69
5510;c;21.11;21.72; 0.61;-277; -69
5531; ;20.39;20.92; 0.53;-323; -69
5531;a;20.27;20.84; 0.57;-325; -70
5543;a;19.32;19.74; 0.41;-233; -70
5547; ;19.39;19.84; 0.45;-312; -70
5561;a;20.38;20.81; 0.43; 218; -70
5588;a;21.19;21.73; 0.54; 300; -70
5593; ;20.62;21.25; 0.63; 344; -70
5549;b;20.70;21.24; 0.55; 263; -70
5532;a;18.76;19.18; 0.42;-212; -71
5532;b;19.84;20.25; 0.41;-210; -71
5543;b;21.07;21.65; 0.58;-235; -71
5560; ;18.89;19.31; 0.42;-200; -71
5563; ;20.89;21.76; 0.87;-349; -71
5569; ;19.76;20.73; 0.97;-249; -71
5597; ;19.81;20.39; 0.58; 215; -71
5598; ;19.29;19.74; 0.45; 245; -71
5551; ;21.45;22.18; 0.74;-288; -71
5551;a;20.81;21.40; 0.59;-286; -72
5568; ;20.39;20.94; 0.55;-270; -72
5576; ;20.00;20.48; 0.48;-329; -72
5582; ;18.28;18.89; 0.61;-278; -72
5588;b;18.72;19.14; 0.42; 303; -72
5597;a;20.33;20.89; 0.56; 215; -72
5598;a;19.24;19.60; 0.36; 244; -72
5611; ;20.55;21.06; 0.51; 259; -72
5613; ;20.42;20.90; 0.48; 298; -72
5572; ;20.39;20.91; 0.52;-274; -72
5581; ;21.43;22.03; 0.60;-323; -72
5583; ;21.17;21.77; 0.60;-265; -72
5610; ;20.89;21.41; 0.52; 211; -72
5590; ;18.94;19.35; 0.41;-335; -73
5595; ;18.91;19.30; 0.40;-240; -73
5596; ;20.75;21.37; 0.62;-208; -73
5598;b;18.62;19.09; 0.46; 246; -73
5623; ;20.15;20.69; 0.55; 249; -73
5625; ;21.14;21.88; 0.74; 264; -73
5612; ;21.14;21.70; 0.56; 235; -73
5612;a;20.44;20.98; 0.54; 233; -73
5594; ;20.28;20.74; 0.46;-301; -74
5635; ;19.12;19.61; 0.49; 282; -74
5602; ;20.90;21.46; 0.56;-298; -74
5622; ;21.13;21.74; 0.61; 226; -74
5638; ;20.97;21.63; 0.66; 235; -74
5651; ;21.04;21.70; 0.66; 217; -74
5607; ;20.04;20.52; 0.48;-251; -75
5609; ;19.28;19.67; 0.38;-312; -75
5616; ;18.93;19.32; 0.39;-266; -75
5637; ;19.82;20.32; 0.51; 202; -75
5643; ;20.42;20.84; 0.43; 261; -75
5646; ;18.54;19.06; 0.52; 335; -75
5654; ;21.02;21.75; 0.73; 290; -75
5655; ;20.51;21.11; 0.60; 306; -75
5655;a;20.81;21.34; 0.52; 308; -75
5640; ;20.75;21.24; 0.49; 231; -75
5643;a;20.14;20.59; 0.45; 259; -75
5594;a;19.50;19.94; 0.44;-302; -76
5621; ;19.92;20.39; 0.47;-203; -76
5638;a;20.41;20.99; 0.58; 235; -76
5651;a;20.29;20.81; 0.52; 215; -76
5659; ;19.30;19.71; 0.41; 268; -76
5618; ;21.21;21.75; 0.55;-226; -76
5664; ;21.23;21.98; 0.75; 286; -76
5607;a;19.11;19.59; 0.48;-252; -77
5632; ;19.56;19.98; 0.42;-208; -77
5637;a;18.81;19.22; 0.40; 204; -77
5639; ;20.10;20.68; 0.57;-220; -77
5665; ;20.22;20.79; 0.57; 247; -77
5669; ;19.85;20.26; 0.41; 210; -77
5679; ;20.50;21.07; 0.57; 346; -77
5631; ;20.31;20.82; 0.51;-232; -77
5632;a;20.50;21.08; 0.59;-207; -77
5638;b;21.12;21.84; 0.72; 236; -77
5651;b;20.06;20.60; 0.55; 214; -77
5672; ;20.48;21.05; 0.58; 296; -77
5637;b;19.85;20.32; 0.47; 204; -78
5645; ;19.09;19.53; 0.44;-281; -78
5650; ;21.16;21.84; 0.68;-198; -78
5690; ;19.98;20.49; 0.51; 230; -78
5647; ;21.09;21.74; 0.65;-214; -78
5677;a;19.18;19.56; 0.38;-234; -78
5686; ;21.04;21.72; 0.68; 208; -78
5645;a;19.17;19.53; 0.36;-283; -79
5650;a;20.02;20.49; 0.47;-197; -79
5656; ;20.23;20.77; 0.54;-319; -79
5662; ;19.37;19.75; 0.39;-247; -79
5671; ;19.00;19.34; 0.34; 199; -79
5690;a;20.45;21.01; 0.56; 233; -79
5693; ;19.40;19.79; 0.40; 215; -79
5697; ;19.83;20.29; 0.47; 220; -79
5699; ;19.93;20.54; 0.60; 254; -79
5700; ;18.83;19.27; 0.44; 261; -79
5701; ;19.38;19.83; 0.45; 275; -79
5704; ;19.62;20.07; 0.45; 334; -79
5686;a;20.63;21.13; 0.50; 206; -79
5673; ;19.94;20.42; 0.48;-329; -80
5674; ;19.67;20.14; 0.47;-299; -80
5676; ;18.95;19.36; 0.42;-255; -80
5680; ;19.03;19.48; 0.44;-335; -80
5681; ;20.53;21.06; 0.53;-279; -80
5682; ;20.08;20.51; 0.43;-223; -80
5685; ;19.92;20.41; 0.49;-208; -80
5693;b;19.64;20.06; 0.43; 217; -80
5715; ;20.83;21.41; 0.58; 310; -80
5684; ;19.22;19.66; 0.43;-270; -81
5688; ;19.40;19.79; 0.39;-266; -81
5693;a;18.58;19.09; 0.51; 217; -81
5697;a;19.30;19.74; 0.44; 222; -81
5713; ;21.22;21.86; 0.64; 239; -81
5677;b;20.51;21.01; 0.50;-234; -81
5723; ;18.95;19.42; 0.47; 330; -81
5696; ;19.20;19.66; 0.46;-217; -82
5698; ;19.87;20.43; 0.56;-230; -82
5715;a;19.70;20.09; 0.40; 311; -82
5727; ;21.50;22.12; 0.62; 199; -82
5741; ;20.71;21.26; 0.55; 328; -82
5673;a;19.45;19.85; 0.40;-331; -83
5709; ;18.74;19.20; 0.46;-274; -83
5712; ;20.27;20.73; 0.46;-198; -83
5740; ;20.59;21.14; 0.55; 285; -83
5688;a;21.28;21.93; 0.65;-267; -83
5709;b;20.54;21.08; 0.54;-272; -83
5716; ;21.18;21.76; 0.58;-243; -83
5737; ;20.35;20.88; 0.53; 255; -83
5739; ;20.30;20.84; 0.53; 278; -83
5703;a;20.44;21.14; 0.70;-220; -84
5714; ;19.53;19.92; 0.39;-294; -84
5752; ;19.44;19.94; 0.50; 231; -84
5747; ;18.17;18.84; 0.67; 214; -84
5724; ;21.02;21.51; 0.50;-328; -84
5725; ;20.71;21.26; 0.55;-218; -84
5749; ;20.52;21.04; 0.52; 202; -84
5709;a;19.94;20.53; 0.58;-272; -85
5734; ;19.11;19.55; 0.45;-261; -85
5736; ;20.55;21.04; 0.48;-206; -85
5712;a;21.26;21.93; 0.67;-198; -85
5727;a;20.85;21.37; 0.52; 199; -85
5759; ;20.93;21.56; 0.63; 291; -85
5763; ;21.43;22.06; 0.63; 316; -85
5703;b;20.05;20.57; 0.52;-221; -86
5703;c;20.10;20.80; 0.70;-222; -86
5738; ;20.95;21.62; 0.67;-227; -86
5745; ;19.87;20.34; 0.47;-239; -86
5746; ;20.99;21.58; 0.58;-233; -86
5748; ;21.25;21.89; 0.64;-325; -86
5752;a;18.12;18.77; 0.65; 228; -86
5762;b;20.35;20.88; 0.53; 244; -86
5752;b;19.81;20.28; 0.47; 226; -86
5763;a;21.92;22.69; 0.78; 317; -86
5765; ;19.53;19.89; 0.36; 211; -86
5745;a;21.10;21.87; 0.77;-238; -87
5758; ;19.73;20.14; 0.40;-194; -87
5762;a;20.39;20.87; 0.48; 246; -87
5769; ;20.28;20.80; 0.52; 196; -87
5773; ;18.11;18.76; 0.65; 223; -87
5784; ;20.63;21.36; 0.73; 306; -87
5785; ;20.11;20.63; 0.52; 313; -87
5789; ;20.16;20.68; 0.52; 272; -87
5738;a;21.38;21.97; 0.59;-227; -87
5752;c;21.57;22.30; 0.73; 232; -87
5772; ;21.38;22.01; 0.62; 205; -87
5779; ;20.81;21.44; 0.63; 216; -87
5756; ;21.17;21.82; 0.65;-284; -88
5756;a;19.30;19.69; 0.39;-281; -88
5761; ;20.77;21.41; 0.64;-264; -88
5787; ;19.98;20.47; 0.49; 199; -88
5799; ;19.24;19.67; 0.43; 301; -88
5805; ;20.60;21.29; 0.68; 345; -88
5756;b;20.31;20.77; 0.45;-280; -89
5756;c;20.42;20.90; 0.48;-282; -89
5771; ;19.51;19.89; 0.37;-272; -89
5774; ;20.68;21.30; 0.61;-322; -89
5778; ;19.35;19.72; 0.37;-204; -89
5787;a;19.61;20.04; 0.44; 198; -89
5799;a;19.94;20.39; 0.45; 300; -89
5807; ;20.88;21.38; 0.50; 264; -89
5761;a;22.12;22.85; 0.73;-262; -89
5789;a;21.53;22.21; 0.69; 273; -89
5804; ;20.94;21.46; 0.53; 282; -89
5781; ;21.36;21.86; 0.50;-331; -90
5783; ;19.50;19.89; 0.39;-198; -90
5807;a;20.94;21.67; 0.74; 265; -90
5815; ;19.70;20.18; 0.48; 202; -90
5837; ;19.62;20.06; 0.44; 337; -90
5810; ;21.03;21.69; 0.66; 216; -90
5811; ;20.49;21.01; 0.51; 226; -90
5821; ;20.69;21.33; 0.65; 285; -90
5790; ;21.15;21.82; 0.66;-239; -91
5792; ;18.97;19.40; 0.44;-290; -91
5830; ;19.96;20.61; 0.66; 195; -91
5834; ;19.20;19.66; 0.46; 248; -91
5844; ;20.17;20.60; 0.43; 273; -91
5783;a;20.39;20.79; 0.40;-197; -91
5791; ;21.15;21.85; 0.70;-220; -91
5791;a;21.26;21.89; 0.63;-221; -92
5800; ;20.49;21.20; 0.71;-255; -92
5808; ;19.77;20.20; 0.43;-280; -92
5809; ;20.55;21.18; 0.63;-199; -92
5810;a;18.96;19.38; 0.42; 214; -92
5815;a;20.72;21.20; 0.48; 204; -92
5847; ;19.24;19.66; 0.42; 278; -92
5852; ;18.73;19.18; 0.45; 254; -92
5856; ;20.99;21.54; 0.54; 321; -92
5862; ;19.91;20.48; 0.57; 309; -92
5807;b;21.04;21.74; 0.70; 264; -92
5816; ;20.31;20.78; 0.47;-236; -93
5828; ;21.35;22.05; 0.70;-260; -93
5862;a;20.86;21.46; 0.60; 311; -93
5810;b;20.58;21.10; 0.52; 215; -93
5814; ;20.29;20.79; 0.50;-252; -93
5816;b;20.56;21.07; 0.50;-233; -93
5864; ;21.57;22.19; 0.62; 258; -93
5800;a;20.61;21.12; 0.50;-256; -94
5813;a;19.43;19.92; 0.48;-304; -94
5825; ;20.29;20.77; 0.48;-325; -94
5825;a;20.43;20.90; 0.47;-322; -94
5831; ;19.85;20.38; 0.52;-229; -94
5832; ;20.04;20.52; 0.48;-225; -94
5866; ;18.50;18.99; 0.49; 206; -94
5869; ;20.19;20.75; 0.56; 212; -94
5874; ;19.72;20.17; 0.45; 229; -94
5875; ;19.86;20.32; 0.46; 222; -94
5876; ;20.91;21.48; 0.56; 273; -94
5876;a;20.29;20.85; 0.56; 271; -94
5881; ;20.58;21.14; 0.57; 314; -94
5816;a;20.33;20.82; 0.50;-235; -95
5825;b;20.80;21.44; 0.63;-323; -95
5846; ;20.76;21.34; 0.58;-266; -95
5854; ;19.62;20.05; 0.43;-197; -95
5884; ;19.60;20.01; 0.40; 198; -95
5885; ;20.76;21.31; 0.55; 282; -95
5886; ;20.65;21.28; 0.64; 287; -95
5887; ;18.41;18.99; 0.58; 292; -95
5891; ;21.26;21.94; 0.67; 341; -95
5855; ;21.20;21.81; 0.62;-333; -95
5860; ;19.58;19.91; 0.33;-249; -95
5880; ;20.83;21.50; 0.67; 232; -95
5800;b;20.13;20.56; 0.43;-256; -96
5857; ;20.44;20.98; 0.54;-311; -96
5858; ;21.10;21.82; 0.72;-263; -96
5865; ;20.00;20.50; 0.50;-291; -96
5868; ;21.28;21.97; 0.69;-322; -96
5873; ;20.96;21.48; 0.52;-204; -96
5894; ;20.85;21.34; 0.49; 208; -96
5860;a;19.35;19.84; 0.49;-249; -96
5863; ;20.83;21.42; 0.59;-219; -96
5906;a;21.48;22.07; 0.58; 316; -96
5870; ;18.89;19.29; 0.40;-295; -97
5891;a;21.05;21.69; 0.64; 344; -97
5897; ;20.10;20.60; 0.50; 248; -97
5898; ;19.51;19.94; 0.44; 301; -97
5906; ;21.22;21.89; 0.68; 317; -97
5857;a;21.28;21.83; 0.56;-310; -97
5873;a;20.15;20.56; 0.41;-202; -98
5882; ;19.05;19.44; 0.40;-318; -98
5887;a;18.23;18.84; 0.61; 292; -98
5890; ;19.82;20.23; 0.41;-198; -98
5897;a;19.58;20.06; 0.48; 246; -98
5901; ;19.90;20.40; 0.50; 189; -98
5908; ;20.57;21.14; 0.57; 260; -98
5913; ;18.86;19.30; 0.44; 266; -98
5890;a;20.08;20.60; 0.53;-195; -99
5915;a;19.48;20.01; 0.53; 226; -99
5927; ;20.18;20.66; 0.48; 335; -99
5912; ;21.04;21.63; 0.60; 192; -99
5915; ;20.01;20.48; 0.47; 223; -99
5900; ;19.47;20.00; 0.53;-246;-100
5915;b;19.78;20.27; 0.49; 225;-100
5922; ;19.20;19.64; 0.44; 197;-100
5929; ;19.70;20.17; 0.47; 214;-100
5935; ;21.29;21.98; 0.69; 231;-100
5937; ;20.10;20.57; 0.47; 305;-100
5940; ;20.88;21.63; 0.75; 249;-100
5941; ;21.08;21.70; 0.62; 295;-100
5947; ;18.81;19.24; 0.43; 290;-100
5932; ;20.83;21.43; 0.60; 263;-100
5903; ;19.91;20.55; 0.63;-292;-101
5903;a;19.25;19.62; 0.38;-289;-101
5934; ;21.21;21.85; 0.64; 206;-101
5942; ;19.93;20.37; 0.45; 188;-101
5944; ;21.04;21.63; 0.59; 202;-101
5946; ;20.50;21.11; 0.61; 280;-101
5948; ;20.33;20.80; 0.47; 246;-101
5954; ;19.74;20.19; 0.45; 260;-101
5956; ;21.08;21.69; 0.61; 323;-101
5912;a;20.65;21.30; 0.65; 193;-101
5945; ;21.10;21.71; 0.61; 241;-101
5921; ;19.40;19.80; 0.40;-188;-102
5922;a;20.24;20.72; 0.48; 198;-102
5923; ;18.34;18.91; 0.57;-229;-102
5924; ;20.09;20.48; 0.39;-207;-102
5925; ;20.08;20.61; 0.54;-201;-102
5929;a;19.45;19.84; 0.40; 217;-102
5930; ;19.21;19.63; 0.43;-218;-102
5931; ;20.59;21.18; 0.59;-213;-102
5955; ;20.69;21.37; 0.68; 271;-102
5961; ;20.04;20.54; 0.50; 267;-102
5964; ;19.27;19.69; 0.42; 328;-102
5965; ;21.09;21.68; 0.59; 337;-102
5969; ;20.14;20.60; 0.46; 263;-102
5917;a;18.80;19.28; 0.48;-238;-103
5933; ;20.31;20.88; 0.57;-294;-103
5938; ;18.79;19.29; 0.50;-250;-103
5946;a;19.18;19.64; 0.46; 278;-103
5954;a;18.60;19.10; 0.50; 260;-103
5975; ;19.54;20.03; 0.49; 209;-103
5976; ;19.44;19.85; 0.41; 301;-103
5973; ;20.63;21.18; 0.55; 204;-103
5924;a;20.76;21.41; 0.64;-208;-104
5951; ;20.20;20.68; 0.48;-269;-104
5952; ;19.05;19.49; 0.44;-245;-104
5965;a;20.94;21.51; 0.57; 338;-104
5973;a;18.68;19.14; 0.46; 201;-104
5983; ;19.17;19.64; 0.47; 237;-104
5992; ;20.78;21.37; 0.59; 316;-104
5924;b;20.33;20.88; 0.56;-207;-104
5933;a;21.47;21.96; 0.49;-294;-105
5959; ;20.82;21.39; 0.56;-323;-105
5963; ;19.94;20.53; 0.59;-230;-105
5970; ;19.81;20.18; 0.38;-258;-105
5972; ;20.21;20.73; 0.52;-186;-105
5973;d;19.47;19.97; 0.50; 204;-105
5976;b;19.32;19.68; 0.36; 305;-105
5983;a;18.71;19.13; 0.42; 238;-105
5983;b;18.80;19.25; 0.44; 239;-105
6027; ;19.95;20.47; 0.52; 293;-105
5918;a;19.61;19.99; 0.38;-220;-105
5931;b;20.48;20.94; 0.45;-211;-105
5962; ;20.26;20.88; 0.62;-266;-105
5966; ;19.84;20.35; 0.52;-242;-105
6001;a;19.47;19.96; 0.49; 186;-106
6003; ;19.61;20.04; 0.43; 191;-106
6005; ;18.61;19.08; 0.47; 233;-106
6013; ;20.78;21.32; 0.54; 263;-106
6018; ;19.98;20.44; 0.46; 278;-106
6027;a;20.84;21.37; 0.53; 292;-106
5973;c;19.90;20.41; 0.50; 204;-106
5962;a;18.42;19.05; 0.63;-267;-107
5966;a;19.39;19.81; 0.42;-243;-107
5980;a;20.28;20.76; 0.48;-191;-107
5987; ;21.16;21.78; 0.63;-281;-107
5996; ;19.93;20.43; 0.50;-196;-107
6022; ;19.44;19.88; 0.44; 214;-107
6023; ;19.03;19.46; 0.42; 259;-107
5963;a;20.66;21.13; 0.46;-233;-107
5970;a;18.97;19.36; 0.40;-260;-107
5980;b;20.70;21.31; 0.61;-190;-107
5985; ;21.27;21.87; 0.60;-305;-107
6017;a;20.70;21.24; 0.54; 200;-107
6030; ;21.47;22.15; 0.68; 224;-107
6000; ;20.75;21.27; 0.52;-208;-108
